REG,DATE,FLTS,YEAR
EUR,2024-11-05,24624,2024
EUR,2024-11-06,24904,2024
EUR,2024-11-07,26576,2024
EUR,2024-11-08,28101,2024
EUR,2024-11-09,23110,2024
EUR,2024-11-10,25526,2024
EUR,2024-11-11,26507,2024
EUR,2024-11-12,23878,2024
EUR,2024-11-13,24224,2024
EUR,2024-11-14,26205,2024
EUR,2024-11-15,28058,2024
EUR,2024-11-16,22586,2024
EUR,2024-11-17,25316,2024
EUR,2024-11-18,26696,2024
EUR,2024-11-19,23148,2024
EUR,2024-11-20,23801,2024
EUR,2024-11-21,24930,2024
EUR,2024-11-22,26941,2024
EUR,2024-11-23,22133,2024
EUR,2024-11-24,24630,2024
EUR,2024-11-25,26433,2024
EUR,2024-11-26,23572,2024
EUR,2024-11-27,23980,2024
EUR,2024-11-28,25620,2024
EUR,2024-11-29,26906,2024
EUR,2024-11-30,22194,2024
EUR,2024-12-01,24945,2024
EUR,2024-12-02,26372,2024
EUR,2024-12-03,23558,2024
EUR,2024-12-04,24160,2024
EUR,2024-12-05,25457,2024
EUR,2024-12-06,26752,2024
EUR,2024-12-07,21274,2024
EUR,2024-12-08,24639,2024
EUR,2024-12-09,26620,2024
EUR,2024-12-10,23813,2024
EUR,2024-12-11,24623,2024
EUR,2024-12-12,26200,2024
EUR,2024-12-13,27982,2024
EUR,2024-12-14,23305,2024
EUR,2024-12-15,25293,2024
EUR,2024-12-16,27058,2024
EUR,2024-12-17,24544,2024
EUR,2024-12-18,25419,2024
EUR,2024-12-19,27726,2024
EUR,2024-12-20,29101,2024
EUR,2024-12-21,25344,2024
EUR,2024-12-22,25983,2024
EUR,2024-12-23,26411,2024
EUR,2024-12-24,19620,2024
EUR,2024-12-25,15184,2024
EUR,2024-12-26,23547,2024
EUR,2024-12-27,26210,2024
EUR,2024-12-28,24190,2024
EUR,2024-12-29,25173,2024
EUR,2024-12-30,25506,2024
EUR,2024-12-31,20502,2024
