ICAO,DATE,ARRS,DEPS,SRC_NA,ARRS_REG,DEPS_REG,HEL,H,M,L,NA
EDDF,2023-01-01,381,422,0,248,288,0,239,560,4,0
EDDF,2023-01-02,492,504,0,359,369,0,241,753,2,0
EDDF,2023-01-03,467,457,0,341,332,0,213,708,3,0
EDDF,2023-01-04,482,499,0,360,365,0,240,735,6,0
EDDF,2023-01-05,497,497,0,361,356,0,250,740,4,0
EDDF,2023-01-06,512,517,0,372,367,0,257,769,3,0
EDDF,2023-01-07,517,512,0,367,357,0,277,744,8,0
EDDF,2023-01-08,534,532,0,380,381,0,271,791,4,0
EDDF,2023-01-09,511,508,0,368,375,0,256,761,2,0
EDDF,2023-01-10,472,461,0,342,330,0,222,700,11,0
EDDF,2023-01-11,478,491,0,353,361,0,241,711,17,0
EDDF,2023-01-12,486,489,0,349,343,0,260,708,7,0
EDDF,2023-01-13,493,504,0,353,350,0,267,727,3,0
EDDF,2023-01-14,500,489,0,345,335,0,280,703,6,0
EDDF,2023-01-15,505,500,0,351,349,0,275,725,5,0
EDDF,2023-01-16,499,495,0,355,358,0,264,720,10,0
EDDF,2023-01-17,449,444,0,319,315,0,221,665,7,0
EDDF,2023-01-18,466,468,0,337,338,0,247,681,6,0
EDDF,2023-01-19,482,486,0,343,342,0,259,697,12,0
EDDF,2023-01-20,486,479,0,350,330,0,257,701,7,0
EDDF,2023-01-21,448,455,0,297,301,0,283,618,2,0
EDDF,2023-01-22,486,482,0,332,331,0,281,682,5,0
EDDF,2023-01-23,468,471,0,328,341,0,261,675,3,0
EDDF,2023-01-24,438,431,0,313,309,0,221,641,7,0
EDDF,2023-01-25,444,453,0,326,327,0,237,649,11,0
EDDF,2023-01-26,477,474,0,341,336,0,258,682,11,0
EDDF,2023-01-27,473,486,0,341,340,0,257,695,7,0
EDDF,2023-01-28,473,469,0,329,320,0,262,676,4,0
EDDF,2023-01-29,502,499,0,349,349,0,274,722,5,0
EDDF,2023-01-30,463,465,0,331,330,0,252,669,7,0
EDDF,2023-01-31,451,440,0,324,319,0,220,662,9,0
EDDF,2023-02-01,468,469,0,346,341,0,225,708,4,0
EDDF,2023-02-02,485,486,0,353,345,0,255,709,7,0
EDDF,2023-02-03,498,509,0,362,361,0,260,741,6,0
EDDF,2023-02-04,491,494,0,341,341,0,275,706,4,0
EDDF,2023-02-05,534,522,0,381,369,0,272,775,9,0
EDDF,2023-02-06,502,509,0,358,371,0,265,739,7,0
EDDF,2023-02-07,477,465,0,350,345,0,219,709,14,0
EDDF,2023-02-08,472,482,0,356,355,0,225,719,10,0
EDDF,2023-02-09,495,507,0,358,360,0,258,741,3,0
EDDF,2023-02-10,516,518,0,379,371,2,269,758,5,0
EDDF,2023-02-11,516,513,0,365,360,0,278,748,3,0
EDDF,2023-02-12,525,514,0,370,359,0,274,762,3,0
EDDF,2023-02-13,502,500,0,356,361,0,260,728,14,0
EDDF,2023-02-14,471,462,0,342,332,0,228,696,9,0
EDDF,2023-02-15,382,389,0,262,259,0,240,518,13,0
EDDF,2023-02-16,497,519,0,358,370,0,272,735,9,0
EDDF,2023-02-17,6,4,0,4,4,0,8,0,2,0
EDDF,2023-02-18,547,549,0,384,372,0,327,765,4,0
EDDF,2023-02-19,546,531,0,382,378,0,283,789,5,0
EDDF,2023-02-20,526,527,0,381,381,0,283,764,6,0
EDDF,2023-02-21,496,480,0,366,350,0,231,732,13,0
EDDF,2023-02-22,508,523,0,382,391,0,250,764,17,0
EDDF,2023-02-23,517,519,0,380,372,0,269,756,11,0
EDDF,2023-02-24,521,524,0,379,374,0,273,760,12,0
EDDF,2023-02-25,521,522,0,370,368,0,282,754,7,0
EDDF,2023-02-26,556,538,0,400,384,0,272,806,16,0
EDDF,2023-02-27,526,530,0,377,386,0,270,777,9,0
EDDF,2023-02-28,487,488,0,356,353,0,227,741,7,0
EDDF,2023-03-01,521,523,0,394,386,2,247,784,11,0
EDDF,2023-03-02,532,543,0,387,390,0,264,795,16,0
EDDF,2023-03-03,548,545,0,403,392,0,275,802,16,0
EDDF,2023-03-04,522,529,0,368,370,0,278,765,8,0
EDDF,2023-03-05,557,542,0,392,382,0,281,811,7,0
EDDF,2023-03-06,522,514,0,368,373,0,272,760,4,0
EDDF,2023-03-07,484,473,0,356,346,0,224,719,14,0
EDDF,2023-03-08,492,498,0,367,362,0,248,727,15,0
EDDF,2023-03-09,526,544,0,382,391,2,283,774,11,0
EDDF,2023-03-10,524,527,0,382,376,0,268,777,6,0
EDDF,2023-03-11,533,539,0,374,376,0,292,776,4,0
EDDF,2023-03-12,540,525,0,379,366,0,276,785,4,0
EDDF,2023-03-13,512,504,0,365,363,0,280,731,5,0
EDDF,2023-03-14,498,501,0,367,367,0,232,757,10,0
EDDF,2023-03-15,539,550,0,407,411,4,253,821,11,0
EDDF,2023-03-16,539,542,0,396,393,0,272,806,3,0
EDDF,2023-03-17,555,551,0,406,392,0,284,814,8,0
EDDF,2023-03-18,537,537,0,380,377,0,288,783,3,0
EDDF,2023-03-19,549,541,0,392,388,0,276,810,4,0
EDDF,2023-03-20,539,545,0,389,399,0,281,790,13,0
EDDF,2023-03-21,499,487,0,365,355,0,232,749,5,0
EDDF,2023-03-22,524,526,0,396,390,0,252,789,9,0
EDDF,2023-03-23,537,543,0,392,392,0,270,800,10,0
EDDF,2023-03-24,539,544,0,392,385,0,281,796,6,0
EDDF,2023-03-25,516,521,0,360,364,0,287,744,6,0
EDDF,2023-03-26,566,573,0,402,400,0,289,840,10,0
EDDF,2023-03-27,10,7,0,10,6,0,4,11,2,0
EDDF,2023-03-28,564,558,0,396,395,0,304,814,4,0
EDDF,2023-03-29,576,581,0,426,429,0,268,879,10,0
EDDF,2023-03-30,582,568,0,435,412,0,271,869,10,0
EDDF,2023-03-31,574,588,0,419,419,0,282,864,16,0
EDDF,2023-04-01,602,594,0,432,420,0,308,879,9,0
EDDF,2023-04-02,590,591,0,417,424,0,284,890,7,0
EDDF,2023-04-03,584,582,0,430,429,0,269,892,5,0
EDDF,2023-04-04,561,554,0,419,416,0,244,861,10,0
EDDF,2023-04-05,579,580,0,437,432,0,258,897,4,0
EDDF,2023-04-06,593,601,0,447,446,0,265,923,6,0
EDDF,2023-04-07,600,602,0,443,432,0,286,906,10,0
EDDF,2023-04-08,592,587,0,425,415,0,300,875,4,0
EDDF,2023-04-09,600,595,0,432,432,0,284,905,6,0
EDDF,2023-04-10,581,592,0,429,441,0,265,905,3,0
EDDF,2023-04-11,565,555,0,424,419,0,239,871,10,0
EDDF,2023-04-12,570,574,0,430,431,0,252,886,6,0
EDDF,2023-04-13,583,590,0,440,436,0,269,896,8,0
EDDF,2023-04-14,599,597,0,447,434,0,279,910,7,0
EDDF,2023-04-15,606,605,0,444,436,0,296,912,3,0
EDDF,2023-04-16,608,603,0,447,442,0,274,932,5,0
EDDF,2023-04-17,590,593,0,434,442,0,274,905,4,0
EDDF,2023-04-18,572,569,0,433,429,0,244,881,16,0
EDDF,2023-04-19,588,593,0,446,447,0,265,913,3,0
EDDF,2023-04-20,594,594,0,447,442,0,275,902,11,0
EDDF,2023-04-21,607,596,0,457,428,0,287,902,14,0
EDDF,2023-04-22,600,613,0,439,448,0,289,920,4,0
EDDF,2023-04-23,624,608,0,455,442,0,293,934,5,0
EDDF,2023-04-24,586,593,0,430,440,0,279,891,9,0
EDDF,2023-04-25,572,554,0,429,417,0,251,868,7,0
EDDF,2023-04-26,570,589,0,429,433,0,268,879,12,0
EDDF,2023-04-27,608,604,0,452,447,2,285,910,15,0
EDDF,2023-04-28,602,609,0,453,444,0,285,906,20,0
EDDF,2023-04-29,608,606,0,442,441,4,299,906,5,0
EDDF,2023-04-30,627,619,0,463,452,0,298,944,4,0
EDDF,2023-05-01,588,591,0,430,439,2,266,908,3,0
EDDF,2023-05-02,576,572,0,431,431,0,244,897,7,0
EDDF,2023-05-03,592,610,0,445,451,0,266,926,10,0
EDDF,2023-05-04,619,611,0,468,454,0,286,940,4,0
EDDF,2023-05-05,620,619,0,470,454,0,281,958,0,0
EDDF,2023-05-06,631,631,0,463,458,0,291,966,5,0
EDDF,2023-05-07,628,627,0,466,462,0,292,959,4,0
EDDF,2023-05-08,623,617,0,463,461,2,278,956,4,0
EDDF,2023-05-09,575,575,0,433,436,0,248,897,5,0
EDDF,2023-05-10,615,620,0,467,461,0,271,948,16,0
EDDF,2023-05-11,625,628,0,473,472,0,280,959,14,0
EDDF,2023-05-12,649,650,0,496,481,0,296,991,12,0
EDDF,2023-05-13,633,637,0,467,465,0,292,971,7,0
EDDF,2023-05-14,660,653,0,488,483,0,309,999,5,0
EDDF,2023-05-15,627,619,0,470,465,0,278,965,3,0
EDDF,2023-05-16,552,547,0,410,404,0,253,830,16,0
EDDF,2023-05-17,565,575,0,412,409,0,283,843,14,0
EDDF,2023-05-18,577,584,0,428,424,0,277,881,3,0
EDDF,2023-05-19,575,568,0,422,405,0,293,849,1,0
EDDF,2023-05-20,574,579,0,407,407,0,298,853,2,0
EDDF,2023-05-21,613,600,0,445,427,0,309,897,7,0
EDDF,2023-05-22,558,563,0,394,403,0,287,826,8,0
EDDF,2023-05-23,580,573,0,431,421,4,257,884,8,0
EDDF,2023-05-24,606,614,0,446,445,0,287,922,11,0
EDDF,2023-05-25,583,583,0,430,422,0,288,864,14,0
EDDF,2023-05-26,608,606,0,452,443,0,292,907,15,0
EDDF,2023-05-27,599,602,0,430,424,0,309,882,10,0
EDDF,2023-05-28,613,601,0,437,428,0,302,904,8,0
EDDF,2023-05-29,599,607,0,430,443,0,294,904,8,0
EDDF,2023-05-30,580,575,0,430,423,0,260,888,7,0
EDDF,2023-05-31,598,601,0,440,434,0,279,913,7,0
EDDF,2023-06-01,619,643,0,460,475,4,295,960,3,0
EDDF,2023-06-02,674,668,0,510,493,0,304,1027,11,0
EDDF,2023-06-03,652,648,0,479,468,0,314,974,12,0
EDDF,2023-06-04,647,653,0,468,469,0,318,977,5,0
EDDF,2023-06-05,648,636,0,476,477,0,296,988,0,0
EDDF,2023-06-06,622,621,0,472,471,0,258,981,4,0
EDDF,2023-06-07,658,669,0,504,496,0,291,1018,18,0
EDDF,2023-06-08,617,613,0,452,445,0,290,938,2,0
EDDF,2023-06-09,657,663,0,490,491,0,301,1014,5,0
EDDF,2023-06-10,650,644,0,479,471,0,306,979,9,0
EDDF,2023-06-11,677,675,0,497,495,0,309,1032,11,0
EDDF,2023-06-12,660,653,0,491,491,0,296,1001,16,0
EDDF,2023-06-13,631,640,0,475,480,6,265,993,7,0
EDDF,2023-06-14,649,654,0,485,482,1,292,1001,9,0
EDDF,2023-06-15,641,646,0,480,478,1,287,991,8,0
EDDF,2023-06-16,670,670,0,506,494,0,301,1032,7,0
EDDF,2023-06-17,658,648,0,485,471,0,315,989,2,0
EDDF,2023-06-18,666,672,0,484,482,0,324,1008,6,0
EDDF,2023-06-19,651,650,0,477,481,0,305,991,5,0
EDDF,2023-06-20,622,599,0,467,443,0,273,931,17,0
EDDF,2023-06-21,638,666,0,469,486,0,304,985,15,0
EDDF,2023-06-22,591,588,0,427,418,0,290,874,15,0
EDDF,2023-06-23,655,654,0,488,479,0,303,992,14,0
EDDF,2023-06-24,647,639,0,472,460,0,312,965,9,0
EDDF,2023-06-25,671,676,0,492,493,0,319,1012,16,0
EDDF,2023-06-26,663,665,0,489,495,0,308,1007,13,0
EDDF,2023-06-27,631,624,0,475,470,0,269,979,7,0
EDDF,2023-06-28,651,657,0,491,485,0,292,1009,7,0
EDDF,2023-06-29,659,651,0,491,484,2,293,1002,13,0
EDDF,2023-06-30,660,664,0,493,484,0,308,1006,10,0
EDDF,2023-07-01,657,661,0,482,475,0,320,995,3,0
EDDF,2023-07-02,675,677,0,490,492,0,325,1021,6,0
EDDF,2023-07-03,663,664,0,486,492,0,312,1011,4,0
EDDF,2023-07-04,632,627,0,466,465,0,273,984,2,0
EDDF,2023-07-05,658,662,0,488,480,0,306,1003,11,0
EDDF,2023-07-06,662,662,0,495,488,0,303,1003,18,0
EDDF,2023-07-07,680,684,0,509,500,0,315,1036,13,0
EDDF,2023-07-08,660,654,0,479,470,0,322,985,7,0
EDDF,2023-07-09,683,678,0,500,491,2,334,1022,3,0
EDDF,2023-07-10,659,670,0,481,497,0,308,1011,10,0
EDDF,2023-07-11,611,603,0,448,443,0,280,924,10,0
EDDF,2023-07-12,645,652,0,475,472,0,304,984,9,0
EDDF,2023-07-13,653,656,0,486,482,0,306,994,9,0
EDDF,2023-07-14,674,674,0,502,496,0,315,1023,10,0
EDDF,2023-07-15,605,598,0,427,417,0,311,885,7,0
EDDF,2023-07-16,668,674,0,487,488,0,327,1013,2,0
EDDF,2023-07-17,671,665,0,492,491,0,322,1006,8,0
EDDF,2023-07-18,634,635,0,468,469,0,283,976,10,0
EDDF,2023-07-19,671,673,0,498,490,2,313,1022,7,0
EDDF,2023-07-20,659,661,0,493,485,0,304,1006,10,0
EDDF,2023-07-21,679,679,0,505,494,0,323,1027,8,0
EDDF,2023-07-22,656,659,0,477,475,0,311,1000,4,0
EDDF,2023-07-23,676,673,0,495,487,0,328,1016,5,0
EDDF,2023-07-24,637,634,0,459,463,0,311,954,6,0
EDDF,2023-07-25,626,618,0,457,452,0,289,950,5,0
EDDF,2023-07-26,654,653,0,485,476,0,307,995,5,0
EDDF,2023-07-27,646,651,0,482,479,0,296,988,13,0
EDDF,2023-07-28,662,665,0,496,487,0,305,1013,9,0
EDDF,2023-07-29,628,630,0,448,444,0,315,936,7,0
EDDF,2023-07-30,672,664,0,490,479,0,327,1005,4,0
EDDF,2023-07-31,655,659,0,480,487,1,308,1001,4,0
EDDF,2023-08-01,620,623,0,456,455,4,286,945,8,0
EDDF,2023-08-02,653,653,0,477,476,1,310,982,13,0
EDDF,2023-08-03,647,646,0,480,471,0,308,979,6,0
EDDF,2023-08-04,672,665,0,497,486,0,317,1014,6,0
EDDF,2023-08-05,650,652,0,470,467,0,316,981,5,0
EDDF,2023-08-06,672,668,0,493,487,0,324,1005,11,0
EDDF,2023-08-07,645,653,0,475,475,0,315,978,5,0
EDDF,2023-08-08,637,630,0,463,464,0,291,959,17,0
EDDF,2023-08-09,649,652,0,479,475,0,310,987,4,0
EDDF,2023-08-10,637,648,0,477,476,2,298,984,1,0
EDDF,2023-08-11,670,666,0,496,489,0,312,1020,4,0
EDDF,2023-08-12,639,638,0,462,455,0,311,964,2,0
EDDF,2023-08-13,670,663,0,490,484,0,318,1010,5,0
EDDF,2023-08-14,648,646,0,477,476,0,297,990,7,0
EDDF,2023-08-15,615,610,0,448,446,0,285,936,4,0
EDDF,2023-08-16,593,554,0,426,399,0,276,868,3,0
EDDF,2023-08-17,571,603,0,419,424,2,305,863,4,0
EDDF,2023-08-18,646,661,0,478,482,0,304,1001,2,0
EDDF,2023-08-19,643,648,0,468,463,0,315,975,1,0
EDDF,2023-08-20,674,670,0,494,492,0,316,1023,5,0
EDDF,2023-08-21,641,646,0,473,478,0,298,982,7,0
EDDF,2023-08-22,623,621,0,458,454,0,284,956,4,0
EDDF,2023-08-23,658,655,0,485,482,0,300,1002,11,0
EDDF,2023-08-24,629,624,0,469,455,0,295,952,6,0
EDDF,2023-08-25,628,627,0,464,451,2,302,939,12,0
EDDF,2023-08-26,648,657,0,473,470,0,321,974,10,0
EDDF,2023-08-27,674,666,0,490,484,2,321,1007,10,0
EDDF,2023-08-28,633,640,0,461,468,0,303,960,10,0
EDDF,2023-08-29,647,645,0,478,476,0,286,996,10,0
EDDF,2023-08-30,668,664,0,497,486,0,302,1019,11,0
EDDF,2023-08-31,652,664,0,491,495,2,297,1005,12,0
EDDF,2023-09-01,674,665,0,504,492,0,304,1021,14,0
EDDF,2023-09-02,650,658,0,478,469,0,313,985,10,0
EDDF,2023-09-03,685,684,0,501,498,0,330,1026,13,0
EDDF,2023-09-04,666,667,0,496,497,0,304,1027,2,0
EDDF,2023-09-05,647,641,0,481,478,0,287,990,11,0
EDDF,2023-09-06,659,667,0,490,488,0,305,1015,6,0
EDDF,2023-09-07,659,651,0,495,480,0,306,997,7,0
EDDF,2023-09-08,669,669,0,500,490,0,311,1016,11,0
EDDF,2023-09-09,655,657,0,478,468,0,323,980,9,0
EDDF,2023-09-10,690,686,0,510,508,0,317,1048,11,0
EDDF,2023-09-11,668,669,0,493,495,0,314,1017,6,0
EDDF,2023-09-12,645,621,0,481,458,0,283,978,5,0
EDDF,2023-09-13,650,672,0,476,491,0,311,996,15,0
EDDF,2023-09-14,672,680,0,505,506,0,314,1030,8,0
EDDF,2023-09-15,688,687,0,517,506,0,309,1054,12,0
EDDF,2023-09-16,657,652,0,484,471,0,320,982,7,0
EDDF,2023-09-17,678,674,0,501,495,0,325,1026,1,0
EDDF,2023-09-18,650,651,0,477,479,0,312,982,7,0
EDDF,2023-09-19,647,640,0,485,480,0,284,994,9,0
EDDF,2023-09-20,664,681,0,501,501,0,304,1030,11,0
EDDF,2023-09-21,648,647,0,482,475,0,310,978,7,0
EDDF,2023-09-22,662,655,0,498,480,0,310,997,10,0
EDDF,2023-09-23,652,652,0,479,470,0,318,980,6,0
EDDF,2023-09-24,678,673,0,495,496,0,332,1011,8,0
EDDF,2023-09-25,653,663,0,489,497,0,305,1007,4,0
EDDF,2023-09-26,641,640,0,480,477,0,281,993,7,0
EDDF,2023-09-27,663,670,0,494,494,0,309,1018,6,0
EDDF,2023-09-28,663,641,0,499,475,0,299,1000,5,0
EDDF,2023-09-29,644,658,0,475,481,2,310,973,17,0
EDDF,2023-09-30,651,654,0,478,470,0,322,975,8,0
EDDF,2023-10-01,687,682,0,504,504,0,322,1037,10,0
EDDF,2023-10-02,660,667,0,491,499,0,304,1017,6,0
EDDF,2023-10-03,632,630,0,473,471,0,276,975,11,0
EDDF,2023-10-04,672,677,0,508,503,0,289,1048,12,0
EDDF,2023-10-05,672,673,0,506,505,0,301,1036,8,0
EDDF,2023-10-06,680,676,0,517,499,0,306,1040,10,0
EDDF,2023-10-07,657,655,0,481,479,0,312,993,7,0
EDDF,2023-10-08,692,680,0,512,501,0,320,1041,11,0
EDDF,2023-10-09,666,662,0,500,497,0,297,1023,8,0
EDDF,2023-10-10,635,636,0,476,475,2,273,989,7,0
EDDF,2023-10-11,663,675,0,500,498,0,297,1030,11,0
EDDF,2023-10-12,660,664,0,496,496,0,304,1009,11,0
EDDF,2023-10-13,678,676,0,514,497,0,310,1032,12,0
EDDF,2023-10-14,658,652,0,489,478,0,323,983,4,0
EDDF,2023-10-15,686,682,0,510,508,0,311,1046,11,0
EDDF,2023-10-16,657,665,0,490,498,0,300,1015,7,0
EDDF,2023-10-17,631,628,0,475,473,0,270,982,7,0
EDDF,2023-10-18,666,664,0,502,491,0,301,1019,10,0
EDDF,2023-10-19,654,657,0,500,493,0,300,1001,10,0
EDDF,2023-10-20,672,663,0,509,490,0,306,1011,18,0
EDDF,2023-10-21,641,647,0,471,475,0,315,968,5,0
EDDF,2023-10-22,676,677,0,504,501,0,309,1037,7,0
EDDF,2023-10-23,643,645,0,477,480,0,303,978,7,0
EDDF,2023-10-24,625,627,0,472,471,0,281,964,7,0
EDDF,2023-10-25,674,669,0,508,497,2,291,1042,8,0
EDDF,2023-10-26,650,649,0,490,486,0,298,999,2,0
EDDF,2023-10-27,666,669,0,511,495,0,295,1029,11,0
EDDF,2023-10-28,652,663,0,482,487,0,316,993,6,0
EDDF,2023-10-29,660,638,0,484,475,0,296,995,7,0
EDDF,2023-10-30,618,617,0,460,461,0,292,937,6,0
EDDF,2023-10-31,590,582,0,439,432,0,272,889,11,0
EDDF,2023-11-01,605,620,0,450,462,2,275,941,7,0
EDDF,2023-11-02,592,593,0,440,434,0,288,891,6,0
EDDF,2023-11-03,628,625,0,468,463,0,284,964,5,0
EDDF,2023-11-04,588,581,0,423,409,0,301,862,6,0
EDDF,2023-11-05,616,622,0,444,451,0,306,920,12,0
EDDF,2023-11-06,624,624,0,466,471,0,290,942,16,0
EDDF,2023-11-07,577,568,0,428,420,0,272,856,17,0
EDDF,2023-11-08,607,621,0,454,460,0,281,940,7,0
EDDF,2023-11-09,588,591,0,438,433,0,284,889,6,0
EDDF,2023-11-10,632,624,0,466,460,0,293,948,15,0
EDDF,2023-11-11,566,561,0,406,398,0,291,832,4,0
EDDF,2023-11-12,615,616,0,442,442,0,306,913,12,0
EDDF,2023-11-13,602,606,0,443,451,0,294,903,11,0
EDDF,2023-11-14,561,558,0,417,410,0,263,850,6,0
EDDF,2023-11-15,613,618,0,459,461,0,282,939,10,0
EDDF,2023-11-16,583,586,0,439,430,2,277,888,2,0
EDDF,2023-11-17,620,618,0,460,455,0,284,937,17,0
EDDF,2023-11-18,556,555,0,399,390,0,287,819,5,0
EDDF,2023-11-19,593,594,0,424,426,0,299,884,4,0
EDDF,2023-11-20,589,596,0,432,443,0,299,885,1,0
EDDF,2023-11-21,567,559,0,421,412,0,266,853,7,0
EDDF,2023-11-22,585,592,0,436,444,0,275,896,6,0
EDDF,2023-11-23,587,580,0,440,427,0,278,882,7,0
EDDF,2023-11-24,609,610,0,454,447,0,286,918,15,0
EDDF,2023-11-25,556,555,0,399,391,0,295,808,8,0
EDDF,2023-11-26,599,599,0,429,429,0,305,887,6,0
EDDF,2023-11-27,544,488,0,387,349,0,271,753,8,0
EDDF,2023-11-28,494,538,0,350,381,0,277,748,7,0
EDDF,2023-11-29,580,594,0,432,442,0,274,891,9,0
EDDF,2023-11-30,568,574,0,420,416,0,282,848,12,0
EDDF,2023-12-01,583,566,0,427,408,0,284,858,7,0
EDDF,2023-12-02,526,519,0,349,349,0,313,722,10,0
EDDF,2023-12-03,578,590,0,405,417,0,313,848,7,0
EDDF,2023-12-04,519,505,0,364,362,0,287,729,8,0
EDDF,2023-12-05,518,534,0,381,389,0,254,790,8,0
EDDF,2023-12-06,594,605,0,443,452,0,277,914,8,0
EDDF,2023-12-07,570,563,0,427,410,0,276,839,18,0
EDDF,2023-12-08,524,535,0,373,377,0,284,766,9,0
EDDF,2023-12-09,554,546,0,397,381,2,297,794,7,0
EDDF,2023-12-10,591,587,0,421,420,0,297,874,7,0
EDDF,2023-12-11,577,584,0,426,434,0,289,867,5,0
EDDF,2023-12-12,559,547,0,414,404,0,267,832,7,0
EDDF,2023-12-13,592,602,0,441,448,0,278,908,8,0
EDDF,2023-12-14,578,584,0,433,423,0,279,874,9,0
EDDF,2023-12-15,619,610,0,457,450,0,284,940,5,0
EDDF,2023-12-16,557,556,0,401,389,0,287,818,8,0
EDDF,2023-12-17,596,592,0,423,425,0,294,884,10,0
EDDF,2023-12-18,572,577,0,419,424,0,294,843,12,0
EDDF,2023-12-19,566,561,0,417,409,0,273,836,18,0
EDDF,2023-12-20,601,603,0,440,443,0,281,916,7,0
EDDF,2023-12-21,556,555,0,404,390,0,289,817,5,0
EDDF,2023-12-22,597,599,0,430,434,0,294,883,19,0
EDDF,2023-12-23,541,539,0,376,372,0,291,783,6,0
EDDF,2023-12-24,479,412,0,318,264,0,282,607,2,0
EDDF,2023-12-25,373,402,0,237,267,0,252,518,5,0
EDDF,2023-12-26,437,450,0,306,316,0,236,648,3,0
EDDF,2023-12-27,494,507,0,347,356,0,257,738,6,0
EDDF,2023-12-28,487,494,0,352,342,0,252,724,5,0
EDDF,2023-12-29,516,518,0,362,365,0,256,776,2,0
EDDF,2023-12-30,496,480,0,348,330,0,264,708,4,0
EDDF,2023-12-31,451,411,0,300,259,0,266,591,5,0
EDDF,2024-01-01,407,461,0,272,322,0,252,611,5,0
EDDF,2024-01-02,499,494,0,359,353,0,256,735,2,0
EDDF,2024-01-03,515,528,0,366,375,0,262,779,2,0
EDDF,2024-01-04,531,533,0,383,379,0,270,792,2,0
EDDF,2024-01-05,551,546,0,392,383,0,273,815,9,0
EDDF,2024-01-06,528,526,0,369,359,0,289,758,7,0
EDDF,2024-01-07,549,554,0,381,388,0,288,806,9,0
EDDF,2024-01-08,541,550,0,389,396,0,285,798,8,0
EDDF,2024-01-09,510,498,0,362,351,0,270,732,6,0
EDDF,2024-01-10,525,536,0,378,386,0,275,783,3,0
EDDF,2024-01-11,528,529,0,388,375,0,269,782,6,0
EDDF,2024-01-12,552,548,0,392,388,0,285,808,7,0
EDDF,2024-01-13,501,497,0,348,334,0,286,710,2,0
EDDF,2024-01-14,551,543,0,380,375,0,289,804,1,0
EDDF,2024-01-15,512,516,0,362,367,0,276,748,4,0
EDDF,2024-01-16,481,481,0,344,342,0,261,697,4,0
EDDF,2024-01-17,182,136,0,91,70,0,129,187,2,0
EDDF,2024-01-18,347,390,0,233,250,0,234,486,17,0
EDDF,2024-01-19,523,530,0,376,375,0,274,775,4,0
EDDF,2024-01-20,497,492,0,340,331,0,288,697,4,0
EDDF,2024-01-21,526,523,0,360,359,0,288,756,5,0
EDDF,2024-01-22,516,520,0,366,376,2,275,753,6,0
EDDF,2024-01-23,484,478,0,343,339,0,264,692,6,0
EDDF,2024-01-24,498,514,0,362,368,2,268,741,1,0
EDDF,2024-01-25,523,515,0,382,369,0,268,760,10,0
EDDF,2024-01-26,537,534,0,390,385,0,269,796,6,0
EDDF,2024-01-27,509,501,0,353,336,0,294,713,3,0
EDDF,2024-01-28,532,539,0,364,372,0,289,777,5,0
EDDF,2024-01-29,530,527,0,372,381,0,277,771,9,0
EDDF,2024-01-30,489,489,0,350,349,0,264,704,10,0
EDDF,2024-01-31,519,539,0,375,388,0,268,781,9,0
EDDF,2024-02-01,400,386,0,306,298,0,195,578,13,0
EDDF,2024-02-02,557,567,0,399,396,0,303,816,5,0
EDDF,2024-02-03,514,509,0,363,348,0,285,736,2,0
EDDF,2024-02-04,539,542,0,373,378,0,283,785,13,0
EDDF,2024-02-05,525,521,0,378,383,0,271,775,0,0
EDDF,2024-02-06,509,485,0,372,357,0,251,734,9,0
EDDF,2024-02-07,307,273,0,185,171,0,212,357,11,0
EDDF,2024-02-08,465,533,0,361,383,0,236,757,5,0
EDDF,2024-02-09,557,551,0,399,398,0,268,822,18,0
EDDF,2024-02-10,518,518,0,373,356,0,283,749,4,0
EDDF,2024-02-11,560,568,0,390,397,0,292,834,2,0
EDDF,2024-02-12,552,543,0,400,404,0,275,819,1,0
EDDF,2024-02-13,523,516,0,385,381,0,258,778,3,0
EDDF,2024-02-14,549,560,0,411,412,0,260,840,9,0
EDDF,2024-02-15,559,567,0,423,419,2,264,853,7,0
EDDF,2024-02-16,590,588,0,433,431,0,274,897,7,0
EDDF,2024-02-17,542,531,0,387,374,0,285,777,11,0
EDDF,2024-02-18,575,572,0,409,410,0,278,861,8,0
EDDF,2024-02-19,525,511,0,379,371,0,264,771,1,0
EDDF,2024-02-20,255,230,0,145,138,0,191,285,9,0
EDDF,2024-02-21,484,528,0,377,392,0,224,778,10,0
EDDF,2024-02-22,550,549,0,418,407,0,252,840,7,0
EDDF,2024-02-23,579,587,0,430,430,0,275,886,5,0
EDDF,2024-02-24,547,537,0,393,381,0,279,799,6,0
EDDF,2024-02-25,568,577,0,411,416,0,272,861,12,0
EDDF,2024-02-26,576,572,0,426,427,0,274,866,8,0
EDDF,2024-02-27,536,521,0,397,383,0,254,801,2,0
EDDF,2024-02-28,568,574,0,427,431,0,262,870,10,0
EDDF,2024-02-29,564,568,0,428,422,0,260,860,12,0
EDDF,2024-03-01,587,593,0,443,439,0,270,900,10,0
EDDF,2024-03-02,551,541,0,395,383,0,276,811,5,0
EDDF,2024-03-03,582,586,0,412,416,0,280,883,5,0
EDDF,2024-03-04,586,587,0,434,437,0,274,894,5,0
EDDF,2024-03-05,563,556,0,421,413,0,263,845,11,0
EDDF,2024-03-06,563,556,0,418,412,0,265,846,8,0
EDDF,2024-03-07,241,194,0,137,134,0,162,265,8,0
EDDF,2024-03-08,256,271,0,156,152,0,199,318,10,0
